year,date,cardinal_direction_seq,classification_seq,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,public_holiday,school_holiday
2024,2024-01-18,Westbound,All Vehicles,44,24,34,81,287,727,830,720,628,637,660,617,663,696,754,874,835,736,444,270,263,267,161,72,0,0
2024,2024-01-19,Westbound,Light Vehicles,22,20,10,41,164,478,477,500,466,463,526,482,492,520,670,770,696,732,488,280,226,186,137,101,0,0
2024,2024-01-19,Westbound,Heavy Vehicles,27,23,23,59,121,229,233,200,195,235,226,264,184,171,205,183,171,145,99,51,46,41,35,33,0,0
2024,2024-01-19,Westbound,All Vehicles,49,43,33,100,285,707,710,700,661,698,752,746,676,691,875,953,867,877,587,331,272,227,172,134,0,0
2024,2024-01-20,Westbound,Light Vehicles,57,29,20,32,85,205,224,288,459,553,633,636,491,404,452,550,695,691,524,382,255,240,198,134,0,0
2024,2024-01-20,Westbound,Heavy Vehicles,28,20,9,25,32,85,62,72,92,96,130,100,83,87,100,73,96,58,63,34,30,31,30,24,0,0
2024,2024-01-20,Westbound,All Vehicles,85,49,29,57,117,290,286,360,551,649,763,736,574,491,552,623,791,749,587,416,285,271,228,158,0,0
2024,2024-01-21,Westbound,Heavy Vehicles,26,11,3,12,7,31,24,31,64,63,97,88,77,82,98,117,77,114,84,73,49,31,26,10,0,0
2024,2024-01-21,Westbound,Light Vehicles,59,41,24,18,70,147,137,186,348,393,622,706,763,795,884,874,771,942,863,639,506,362,145,53,0,0
2024,2024-01-21,Westbound,All Vehicles,85,52,27,30,77,178,161,217,412,456,719,794,840,877,982,991,848,1056,947,712,555,393,171,63,0,0
2024,2024-01-22,Westbound,Heavy Vehicles,11,17,26,43,116,229,250,219,216,183,227,176,184,159,170,170,154,138,79,51,44,48,41,31,0,0
2024,2024-01-22,Westbound,Light Vehicles,20,14,18,39,182,545,585,555,523,359,412,405,379,363,406,483,438,437,242,128,126,146,72,33,0,0
2024,2024-01-22,Westbound,All Vehicles,31,31,44,82,298,774,835,774,739,542,639,581,563,522,576,653,592,575,321,179,170,194,113,64,0,0
2024,2024-01-23,Westbound,Light Vehicles,19,16,15,35,177,518,577,548,460,427,424,397,404,471,497,635,605,566,298,183,152,175,62,36,0,0
2024,2024-01-23,Westbound,Heavy Vehicles,16,18,32,60,112,199,251,231,181,234,220,212,210,206,183,221,170,142,83,54,55,55,48,31,0,0
2024,2024-01-23,Westbound,All Vehicles,35,34,47,95,289,717,828,779,641,661,644,609,614,677,680,856,775,708,381,237,207,230,110,67,0,0
2024,2024-01-24,Westbound,Light Vehicles,23,17,12,37,171,534,565,505,464,429,400,411,453,549,602,677,650,610,366,195,149,183,66,34,0,0
2024,2024-01-24,Westbound,Heavy Vehicles,22,26,21,53,128,219,253,241,209,242,231,195,216,224,223,202,183,165,100,72,54,50,41,36,0,0
