year,date,cardinal_direction_seq,classification_seq,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,public_holiday,school_holiday
2024,2024-02-05,Northbound,Light Vehicles,33,24,15,32,104,397,679,960,960,746,563,490,529,552,507,664,637,681,422,326,208,125,67,40,0,1
2024,2024-02-05,Northbound,Heavy Vehicles,3,1,2,3,16,62,112,132,97,91,86,92,92,69,89,91,64,43,35,25,15,17,5,2,0,1
2024,2024-02-05,Northbound,All Vehicles,36,25,17,35,120,459,791,1092,1057,837,649,582,621,621,596,755,701,724,457,351,223,142,72,42,0,1
2024,2024-02-06,Northbound,Light Vehicles,16,17,19,40,110,402,761,1025,893,723,541,544,508,527,553,699,665,729,490,288,231,163,66,41,0,0
2024,2024-02-06,Northbound,Heavy Vehicles,2,1,5,7,24,51,106,130,91,111,75,72,75,88,69,88,68,54,27,20,16,12,4,1,0,0
2024,2024-02-06,Northbound,All Vehicles,18,18,24,47,134,453,867,1155,984,834,616,616,583,615,622,787,733,783,517,308,247,175,70,42,0,0
2024,2024-02-07,Northbound,Light Vehicles,24,23,15,33,105,397,710,953,859,650,571,546,524,545,588,687,673,681,528,306,238,165,83,44,0,0
2024,2024-02-07,Northbound,Heavy Vehicles,3,5,3,6,17,60,103,101,91,95,86,91,82,69,68,82,70,37,39,16,21,12,3,2,0,0
2024,2024-02-07,Northbound,All Vehicles,27,28,18,39,122,457,813,1054,950,745,657,637,606,614,656,769,743,718,567,322,259,177,86,46,0,0
2024,2024-02-08,Northbound,Heavy Vehicles,1,4,3,6,20,53,103,114,93,92,76,83,78,62,83,78,75,56,51,18,21,15,6,3,0,0
2024,2024-02-08,Northbound,Light Vehicles,28,23,26,25,100,405,710,1017,880,680,581,522,571,516,573,708,666,723,548,344,297,200,106,39,0,0
2024,2024-02-08,Northbound,All Vehicles,29,27,29,31,120,458,813,1131,973,772,657,605,649,578,656,786,741,779,599,362,318,215,112,42,0,0
2024,2024-02-09,Northbound,Light Vehicles,27,24,20,44,114,355,635,924,790,670,652,660,626,644,620,695,731,764,552,352,308,269,187,116,0,0
2024,2024-02-09,Northbound,Heavy Vehicles,3,4,6,3,17,44,113,110,82,101,74,104,80,68,65,94,82,38,45,26,21,16,9,7,0,0
2024,2024-02-09,Northbound,All Vehicles,30,28,26,47,131,399,748,1034,872,771,726,764,706,712,685,789,813,802,597,378,329,285,196,123,0,0
2024,2024-02-10,Northbound,Light Vehicles,77,54,39,36,40,142,221,450,423,522,636,739,752,572,596,545,578,627,590,413,323,317,262,178,0,0
2024,2024-02-10,Northbound,Heavy Vehicles,4,3,3,1,3,13,24,41,41,46,49,53,62,52,42,44,31,31,34,15,17,17,7,8,0,0
2024,2024-02-10,Northbound,All Vehicles,81,57,42,37,43,155,245,491,464,568,685,792,814,624,638,589,609,658,624,428,340,334,269,186,0,0
2024,2024-02-11,Northbound,Light Vehicles,154,105,73,55,41,83,137,222,321,504,556,534,680,606,555,522,477,449,343,279,228,177,114,43,0,0
2024,2024-02-11,Northbound,Heavy Vehicles,4,6,,4,6,9,10,25,22,35,36,39,45,36,42,34,22,37,23,20,12,5,7,1,0,0
2024,2024-02-11,Northbound,All Vehicles,158,111,73,59,47,92,147,247,343,539,592,573,725,642,597,556,499,486,366,299,240,182,121,44,0,0
2024,2024-02-12,Northbound,Light Vehicles,36,26,12,35,80,395,670,1033,931,696,569,505,534,538,568,661,682,720,463,313,222,188,61,43,0,0
2024,2024-02-12,Northbound,Heavy Vehicles,,2,5,4,12,47,76,116,84,85,67,89,62,69,76,89,67,56,35,18,10,8,6,3,0,0
2024,2024-02-12,Northbound,All Vehicles,36,28,17,39,92,442,746,1149,1015,781,636,594,596,607,644,750,749,776,498,331,232,196,67,46,0,0
2024,2024-02-13,Northbound,Light Vehicles,30,18,19,33,88,407,727,896,922,777,545,608,575,562,599,737,717,779,586,355,267,186,83,95,0,0
2024,2024-02-13,Northbound,Heavy Vehicles,2,2,3,7,22,53,118,107,103,96,74,85,77,101,62,75,66,57,44,24,23,7,7,11,0,0
2024,2024-02-13,Northbound,All Vehicles,32,20,22,40,110,460,845,1003,1025,873,619,693,652,663,661,812,783,836,630,379,290,193,90,106,0,0
2024,2024-02-14,Northbound,Light Vehicles,38,16,24,25,99,420,744,890,667,756,572,598,556,577,626,719,612,688,545,395,295,193,106,62,0,0
2024,2024-02-14,Northbound,Heavy Vehicles,3,2,3,9,16,52,106,129,67,110,89,79,70,64,94,101,60,39,31,27,19,17,7,6,0,0
2024,2024-02-14,Northbound,All Vehicles,41,18,27,34,115,472,850,1019,734,866,661,677,626,641,720,820,672,727,576,422,314,210,113,68,0,0
2024,2024-02-15,Northbound,Light Vehicles,23,19,27,33,98,391,713,1025,914,697,564,511,549,552,637,704,740,784,554,371,272,197,77,65,0,0
2024,2024-02-15,Northbound,Heavy Vehicles,,3,6,10,13,41,94,116,100,98,76,106,70,68,83,89,81,60,41,23,17,11,5,4,0,0
2024,2024-02-15,Northbound,All Vehicles,23,22,33,43,111,432,807,1141,1014,795,640,617,619,620,720,793,821,844,595,394,289,208,82,69,0,0
2024,2024-02-16,Northbound,Light Vehicles,38,17,23,28,94,374,649,902,911,638,575,642,614,627,613,729,750,590,561,405,301,233,188,118,0,0
2024,2024-02-16,Northbound,Heavy Vehicles,2,1,5,2,13,39,101,115,103,84,75,86,83,78,96,87,70,47,42,30,15,22,7,3,0,0
2024,2024-02-16,Northbound,All Vehicles,40,18,28,30,107,413,750,1017,1014,722,650,728,697,705,709,816,820,637,603,435,316,255,195,121,0,0
2024,2024-02-17,Northbound,Light Vehicles,79,43,42,46,49,159,247,368,354,405,532,609,604,581,571,565,601,707,573,425,342,284,242,180,0,0
2024,2024-02-17,Northbound,Heavy Vehicles,3,1,3,1,6,15,23,41,37,29,44,55,38,43,37,33,41,45,30,20,17,17,16,5,0,0
2024,2024-02-17,Northbound,All Vehicles,82,44,45,47,55,174,270,409,391,434,576,664,642,624,608,598,642,752,603,445,359,301,258,185,0,0
2024,2024-02-18,Northbound,Light Vehicles,133,109,74,45,46,86,158,230,353,482,591,612,606,533,581,543,501,510,411,341,274,149,97,70,0,0
2024,2024-02-18,Northbound,Heavy Vehicles,2,3,7,1,4,13,12,25,27,30,44,42,51,46,38,48,34,31,26,30,25,12,12,8,0,0
2024,2024-02-18,Northbound,All Vehicles,135,112,81,46,50,99,170,255,380,512,635,654,657,579,619,591,535,541,437,371,299,161,109,78,0,0
2024,2024-02-19,Northbound,Light Vehicles,32,24,19,30,81,349,660,948,996,657,525,472,471,475,516,614,624,640,435,241,190,159,63,38,0,0
2024,2024-02-19,Northbound,Heavy Vehicles,1,5,5,3,18,55,117,127,103,103,82,74,72,76,70,64,63,43,31,18,16,6,6,3,0,0
2024,2024-02-19,Northbound,All Vehicles,33,29,24,33,99,404,777,1075,1099,760,607,546,543,551,586,678,687,683,466,259,206,165,69,41,0,0
2024,2024-02-20,Northbound,Light Vehicles,33,21,25,39,91,394,749,960,818,669,512,464,521,500,508,633,690,686,480,299,235,191,77,34,0,0
2024,2024-02-20,Northbound,Heavy Vehicles,3,1,2,6,23,62,108,115,98,91,93,100,73,68,73,98,74,52,38,29,23,11,5,5,0,0
2024,2024-02-20,Northbound,All Vehicles,36,22,27,45,114,456,857,1075,916,760,605,564,594,568,581,731,764,738,518,328,258,202,82,39,0,0
2024,2024-02-21,Northbound,Light Vehicles,21,18,23,17,106,383,728,922,916,683,537,593,569,498,575,705,695,762,598,354,295,201,121,52,0,0
2024,2024-02-21,Northbound,Heavy Vehicles,4,5,3,3,18,56,112,121,95,93,94,93,77,70,78,96,60,81,35,27,16,12,8,3,0,0
2024,2024-02-21,Northbound,All Vehicles,25,23,26,20,124,439,840,1043,1011,776,631,686,646,568,653,801,755,843,633,381,311,213,129,55,0,0
2024,2024-02-22,Northbound,Heavy Vehicles,6,1,6,5,16,66,110,121,97,97,108,80,76,74,66,91,72,55,48,34,30,10,4,5,0,0
2024,2024-02-22,Northbound,Light Vehicles,31,29,25,27,116,413,707,967,922,758,557,523,535,555,595,720,770,742,595,393,341,208,99,52,0,0
2024,2024-02-22,Northbound,All Vehicles,37,30,31,32,132,479,817,1088,1019,855,665,603,611,629,661,811,842,797,643,427,371,218,103,57,0,0
2024,2024-02-23,Northbound,Heavy Vehicles,2,3,4,6,20,59,117,151,106,114,100,100,84,103,88,114,75,57,52,37,15,21,8,8,0,0
2024,2024-02-23,Northbound,Light Vehicles,30,19,24,26,92,347,645,952,859,710,598,599,628,589,655,807,737,747,603,357,285,231,159,123,0,0
2024,2024-02-23,Northbound,All Vehicles,32,22,28,32,112,406,762,1103,965,824,698,699,712,692,743,921,812,804,655,394,300,252,167,131,0,0
