year,date,cardinal_direction_seq,classification_seq,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,public_holiday,school_holiday
2024,2024-01-26,Southbound,Light Vehicles,55,30,14,20,17,32,105,231,356,531,710,854,904,912,855,645,529,459,383,298,192,123,106,73,0,0
2024,2024-01-26,Southbound,Heavy Vehicles,18,22,11,13,10,22,28,42,52,55,63,58,54,67,54,58,47,36,24,19,22,16,11,6,0,0
2024,2024-01-26,Southbound,All Vehicles,73,52,25,33,27,54,133,273,408,586,773,912,958,979,909,703,576,495,407,317,214,139,117,79,0,0
2024,2024-01-27,Southbound,Light Vehicles,49,35,15,11,12,31,67,154,294,438,613,594,621,604,634,561,640,552,451,314,267,201,156,90,0,0
2024,2024-01-27,Southbound,Heavy Vehicles,6,10,15,5,10,25,22,26,41,49,48,55,48,59,38,52,54,46,33,33,28,19,8,6,0,0
2024,2024-01-27,Southbound,All Vehicles,55,45,30,16,22,56,89,180,335,487,661,649,669,663,672,613,694,598,484,347,295,220,164,96,0,0
2024,2024-01-28,Southbound,Heavy Vehicles,6,15,9,11,5,12,14,13,17,35,35,32,34,60,62,50,56,53,40,37,34,33,15,15,0,0
2024,2024-01-28,Southbound,Light Vehicles,69,39,22,18,14,12,46,79,169,241,369,488,607,688,762,791,740,725,626,510,357,267,186,113,0,0
2024,2024-01-28,Southbound,All Vehicles,75,54,31,29,19,24,60,92,186,276,404,520,641,748,824,841,796,778,666,547,391,300,201,128,0,0
2024,2024-01-29,Southbound,Light Vehicles,63,41,16,10,31,176,268,456,411,345,363,376,439,417,463,449,437,355,288,222,163,117,91,50,0,0
2024,2024-01-29,Southbound,Heavy Vehicles,10,23,13,23,28,92,158,162,129,144,104,100,88,90,61,78,66,66,54,37,26,24,21,21,0,0
2024,2024-01-29,Southbound,All Vehicles,73,64,29,33,59,268,426,618,540,489,467,476,527,507,524,527,503,421,342,259,189,141,112,71,0,0
