date,station_id,station_name,station_lat,station_lon,station_suburb,station_lga,traffic_volume_total,traffic_volume_heavy,public_holiday,school_holiday,temp_c,wind_speed_ms,wind_dir_deg,rain_mm,weather_source_type,no2_pphm,matched_aq_site,aq_distance_km,has_no2_coverage,day_of_week,is_weekend,month,season_Autumn,season_Spring,season_Summer,season_Winter,road_Highway,road_Local Street,road_Major Road,heavy_pct,is_rainy,log_no2_pphm,traffic_volume_total_lag1,no2_pphm_lag1,traffic_volume_total_roll7,has_wind_data,stn_100001,stn_10011,stn_6109,stn_6119-PR,stn_6124,stn_6135-PR,stn_6178-PR,stn_7211,stn_7212,stn_7216,stn_MUB001
2024-02-22,100001,100001 - Cambridge Street,-33.878181,150.924942,Canley Heights,Fairfield,45423.0,5463.0,0,0,24.95,1.1291666666666669,149.46666666666667,0.0,metro_hourly,0.9857142857142857,LIVERPOOL,4.8,True,3,0,2,0,0,1,0,0,1,0,12.026946701010502,0,0.6859786910813327,41997.0,0.9833333333333334,41665.57142857143,1,1,0,0,0,0,0,0,0,0,0,0
2024-02-23,100001,100001 - Cambridge Street,-33.878181,150.924942,Canley Heights,Fairfield,45470.0,5347.0,0,0,26.429166666666664,1.7208333333333332,238.9416666666667,0.0,metro_hourly,0.9521739130434784,LIVERPOOL,4.8,True,4,0,2,0,0,1,0,0,1,0,11.759401803386849,0,0.6689435788190591,45423.0,0.9857142857142857,41665.0,1,1,0,0,0,0,0,0,0,0,0,0
2024-02-24,100001,100001 - Cambridge Street,-33.878181,150.924942,Canley Heights,Fairfield,40853.0,2471.0,0,0,20.0625,1.2875,176.55416666666667,1.6,metro_hourly,0.1521739130434782,LIVERPOOL,4.8,True,5,1,2,0,0,1,0,0,1,0,6.048515408905099,1,0.14165051706302675,45470.0,0.9521739130434784,41903.857142857145,1,1,0,0,0,0,0,0,0,0,0,0
2024-02-25,100001,100001 - Cambridge Street,-33.878181,150.924942,Canley Heights,Fairfield,34213.0,1491.0,0,0,21.7125,1.5916666666666668,189.4833333333333,0.0,metro_hourly,0.3956521739130434,LIVERPOOL,4.8,True,6,1,2,0,0,1,0,0,1,0,4.3579925759214335,0,0.33336181420682043,40853.0,0.1521739130434782,41315.0,1,1,0,0,0,0,0,0,0,0,0,0
2024-02-26,100001,100001 - Cambridge Street,-33.878181,150.924942,Canley Heights,Fairfield,42540.0,5251.0,0,0,22.725,1.8291666666666664,183.925,0.0,metro_hourly,0.5652173913043478,LIVERPOOL,4.8,True,0,0,2,0,0,1,0,0,1,0,12.343676539727316,0,0.4480247225269603,34213.0,0.3956521739130434,40363.0,1,1,0,0,0,0,0,0,0,0,0,0
2024-02-27,100001,100001 - Cambridge Street,-33.878181,150.924942,Canley Heights,Fairfield,43357.0,5378.0,0,0,21.72083333333333,1.225,164.47083333333333,0.2,metro_hourly,0.6608695652173913,LIVERPOOL,4.8,True,1,0,2,0,0,1,0,0,1,0,12.40399474133358,0,0.5073412996833798,42540.0,0.5652173913043478,41695.0,1,1,0,0,0,0,0,0,0,0,0,0
2024-02-28,100001,100001 - Cambridge Street,-33.878181,150.924942,Canley Heights,Fairfield,44543.0,5513.0,0,0,24.745833333333334,1.808333333333333,114.725,0.0,metro_hourly,0.6260869565217392,LIVERPOOL,4.8,True,2,0,2,0,0,1,0,0,1,0,12.376804436162809,0,0.4861764884913366,43357.0,0.6608695652173913,41979.0,1,1,0,0,0,0,0,0,0,0,0,0
2024-02-29,100001,100001 - Cambridge Street,-33.878181,150.924942,Canley Heights,Fairfield,43678.0,5260.0,0,0,29.304166666666664,1.6375,203.0625,0.0,metro_hourly,1.1869565217391305,LIVERPOOL,4.8,True,3,0,2,0,0,1,0,0,1,0,12.042675946700857,0,0.7825108611765439,44543.0,0.6260869565217392,42342.71428571428,1,1,0,0,0,0,0,0,0,0,0,0
2024-03-01,100001,100001 - Cambridge Street,-33.878181,150.924942,Canley Heights,Fairfield,45982.0,5373.0,0,0,25.65,1.2916666666666667,107.19166666666666,0.4,metro_hourly,1.1695652173913045,LIVERPOOL,4.8,True,4,0,3,1,0,0,0,0,1,0,11.685007176721324,0,0.7745267868283233,43678.0,1.1869565217391305,42093.42857142857,1,1,0,0,0,0,0,0,0,0,0,0
2024-03-02,100001,100001 - Cambridge Street,-33.878181,150.924942,Canley Heights,Fairfield,40113.0,2518.0,0,0,23.320833333333336,1.2833333333333334,161.86249999999998,0.6000000000000001,metro_hourly,0.6521739130434783,LIVERPOOL,4.8,True,5,1,3,1,0,0,0,0,1,0,6.277266721511729,0,0.5020919437972361,45982.0,1.1695652173913045,42166.57142857143,1,1,0,0,0,0,0,0,0,0,0,0
2024-03-03,100001,100001 - Cambridge Street,-33.878181,150.924942,Canley Heights,Fairfield,34153.0,1562.0,0,0,24.075,1.870833333333333,210.53333333333333,0.0,metro_hourly,0.3869565217391305,LIVERPOOL,4.8,True,6,1,3,1,0,0,0,0,1,0,4.573536731765877,0,0.32711179386164924,40113.0,0.6521739130434783,42060.857142857145,1,1,0,0,0,0,0,0,0,0,0,0
