date,hour_ending,station_id,station_name,station_lat,station_lon,station_suburb,station_lga,traffic_volume_total,traffic_volume_light,traffic_volume_heavy,public_holiday,school_holiday,temp_c,humidity_pct,wind_speed_ms,wind_dir_deg,rain_mm,no2_pphm,co_ppm,ozone_pphm,matched_aq_site,aq_distance_km,has_no2_coverage
2024-05-29,15,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,666.0,572.0,94.0,0,0,21.2,54.4,1.7,27.1,0.0,,,1.3,NEWCASTLE,0.2,True
2024-05-29,16,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,784.0,695.0,89.0,0,0,19.6,70.4,1.9,57.3,0.0,0.7,0.1,1.7,NEWCASTLE,0.2,True
2024-05-29,17,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,818.0,748.0,70.0,0,0,18.9,75.5,1.2,48.5,0.0,1.1,0.2,1.5,NEWCASTLE,0.2,True
2024-05-29,18,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,788.0,731.0,57.0,0,0,18.1,80.9,0.7,35.5,0.0,2.0,0.3,0.8,NEWCASTLE,0.2,True
2024-05-29,19,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,517.0,479.0,38.0,0,0,16.4,88.8,0.7,27.0,0.0,2.3,0.7,0.2,NEWCASTLE,0.2,True
2024-05-29,20,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,305.0,290.0,15.0,0,0,15.6,86.5,0.7,347.8,0.0,1.7,0.5,0.3,NEWCASTLE,0.2,True
2024-05-29,21,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,264.0,241.0,23.0,0,0,15.9,83.8,0.9,17.7,0.0,1.3,0.3,0.6,NEWCASTLE,0.2,True
2024-05-29,22,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,200.0,195.0,5.0,0,0,13.8,90.3,0.6,344.9,0.0,1.5,0.5,0.1,NEWCASTLE,0.2,True
2024-05-29,23,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,98.0,96.0,2.0,0,0,12.1,94.1,1.0,310.6,0.0,1.2,0.6,0.1,NEWCASTLE,0.2,True
2024-05-29,24,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,48.0,46.0,2.0,0,0,12.0,94.1,0.8,346.3,0.0,1.3,0.4,0.1,NEWCASTLE,0.2,True
2024-05-30,1,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,28.0,25.0,3.0,0,0,11.1,94.1,0.8,324.8,0.0,1.0,0.4,0.1,NEWCASTLE,0.2,True
2024-05-30,2,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,22.0,22.0,0.0,0,0,10.5,95.1,1.2,312.5,0.0,,,,NEWCASTLE,0.2,True
2024-05-30,3,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,19.0,14.0,5.0,0,0,10.5,96.4,1.5,319.6,0.0,0.8,0.4,0.2,NEWCASTLE,0.2,True
2024-05-30,4,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,39.0,35.0,4.0,0,0,10.1,96.6,1.9,325.1,0.0,0.8,0.4,0.1,NEWCASTLE,0.2,True
2024-05-30,5,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,132.0,112.0,20.0,0,0,10.2,96.5,2.3,329.2,0.0,1.0,0.3,0.1,NEWCASTLE,0.2,True
2024-05-30,6,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,441.0,376.0,65.0,0,0,9.2,98.5,2.2,327.1,0.0,1.0,0.3,0.1,NEWCASTLE,0.2,True
2024-05-30,7,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,783.0,678.0,105.0,0,0,9.2,98.9,2.2,329.7,0.0,1.2,0.3,0.1,NEWCASTLE,0.2,True
2024-05-30,8,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,1115.0,990.0,125.0,0,0,9.8,95.7,2.8,320.5,0.0,1.3,0.4,0.1,NEWCASTLE,0.2,True
2024-05-30,9,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,831.0,753.0,78.0,0,0,12.4,82.6,3.2,325.3,0.0,1.2,0.3,0.3,NEWCASTLE,0.2,True
2024-05-30,10,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,732.0,651.0,81.0,0,0,15.4,70.2,3.6,322.2,0.0,1.1,0.3,0.6,NEWCASTLE,0.2,True
2024-05-30,11,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,653.0,566.0,87.0,0,0,17.9,61.3,3.9,325.1,0.0,1.0,0.2,0.8,NEWCASTLE,0.2,True
2024-05-30,12,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,688.0,607.0,81.0,0,0,19.7,55.0,3.0,330.3,0.2,0.9,0.2,1.2,NEWCASTLE,0.2,True
2024-05-30,13,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,642.0,562.0,80.0,0,0,21.1,50.9,3.1,323.9,0.0,0.9,0.5,1.5,NEWCASTLE,0.2,True
2024-05-30,14,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,647.0,568.0,79.0,0,0,22.1,48.1,2.1,341.6,0.0,0.8,0.4,1.8,NEWCASTLE,0.2,True
2024-05-30,15,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,753.0,657.0,96.0,0,0,21.7,54.0,1.8,46.1,0.0,1.0,0.2,1.6,NEWCASTLE,0.2,True
2024-05-30,16,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,723.0,633.0,90.0,0,0,20.5,65.7,1.5,64.6,0.0,0.6,0.2,2.1,NEWCASTLE,0.2,True
2024-05-30,17,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,693.0,626.0,67.0,0,0,19.5,76.3,1.3,53.5,0.0,0.8,0.3,1.7,NEWCASTLE,0.2,True
2024-05-30,18,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,799.0,737.0,62.0,0,0,19.3,78.2,1.2,51.7,0.0,1.2,0.3,1.1,NEWCASTLE,0.2,True
2024-05-30,19,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,504.0,458.0,46.0,0,0,18.6,73.0,1.0,58.0,0.0,1.5,0.3,0.6,NEWCASTLE,0.2,True
2024-05-30,20,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,361.0,343.0,18.0,0,0,18.4,70.4,0.7,54.5,0.0,1.2,0.3,1.0,NEWCASTLE,0.2,True
2024-05-30,21,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,278.0,258.0,20.0,0,0,17.4,75.8,0.8,30.5,0.0,0.8,0.3,1.1,NEWCASTLE,0.2,True
2024-05-30,22,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,220.0,208.0,12.0,0,0,16.8,78.5,1.0,346.3,0.0,1.2,0.3,0.6,NEWCASTLE,0.2,True
2024-05-30,23,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,112.0,106.0,6.0,0,0,16.9,74.7,1.7,321.1,0.0,1.1,0.2,0.7,NEWCASTLE,0.2,True
2024-05-30,24,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,49.0,47.0,2.0,0,0,16.2,77.2,1.4,318.1,0.0,1.2,0.2,0.3,NEWCASTLE,0.2,True
2024-05-31,1,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,33.0,31.0,2.0,0,0,15.9,78.5,1.2,338.4,0.0,1.4,0.2,0.1,NEWCASTLE,0.2,True
2024-05-31,2,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,21.0,18.0,3.0,0,0,15.6,79.7,1.5,324.9,0.0,,,,NEWCASTLE,0.2,True
2024-05-31,3,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,20.0,16.0,4.0,0,0,15.2,81.8,1.5,305.2,0.0,0.9,0.2,0.1,NEWCASTLE,0.2,True
2024-05-31,4,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,35.0,32.0,3.0,0,0,15.3,80.3,1.8,308.0,0.0,1.0,0.2,0.1,NEWCASTLE,0.2,True
2024-05-31,5,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,117.0,102.0,15.0,0,0,14.7,82.4,1.5,314.2,0.0,1.0,0.3,0.1,NEWCASTLE,0.2,True
2024-05-31,6,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,399.0,352.0,47.0,0,0,15.5,76.3,2.3,334.7,0.0,1.2,0.3,0.2,NEWCASTLE,0.2,True
2024-05-31,7,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,736.0,640.0,96.0,0,0,16.3,70.9,2.1,329.5,0.0,1.4,0.3,0.2,NEWCASTLE,0.2,True
2024-05-31,8,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,1029.0,921.0,108.0,0,0,16.3,71.3,1.7,329.5,0.0,1.7,0.4,0.1,NEWCASTLE,0.2,True
2024-05-31,9,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,1050.0,942.0,108.0,0,0,16.1,74.3,0.6,319.9,0.0,2.1,0.6,0.1,NEWCASTLE,0.2,True
2024-05-31,10,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,785.0,694.0,91.0,0,0,15.7,77.9,1.0,306.1,0.0,1.9,0.7,0.1,NEWCASTLE,0.2,True
2024-05-31,11,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,683.0,592.0,91.0,0,0,16.6,73.2,1.0,351.5,0.0,2.2,0.6,0.1,NEWCASTLE,0.2,True
2024-05-31,12,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,710.0,624.0,86.0,0,0,17.2,72.2,1.1,317.7,0.0,2.1,0.4,0.1,NEWCASTLE,0.2,True
2024-05-31,13,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,694.0,605.0,89.0,0,0,17.0,75.2,0.4,312.4,0.0,1.9,0.6,0.1,NEWCASTLE,0.2,True
2024-05-31,14,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,615.0,525.0,90.0,0,0,17.3,75.2,0.5,359.4,0.0,2.0,0.7,0.1,NEWCASTLE,0.2,True
2024-05-31,15,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,706.0,631.0,75.0,0,0,18.1,73.3,1.1,28.6,0.0,1.4,0.4,0.3,NEWCASTLE,0.2,True
2024-05-31,16,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,856.0,763.0,93.0,0,0,18.4,72.5,1.4,322.7,0.0,1.6,0.4,0.2,NEWCASTLE,0.2,True
2024-05-31,17,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,792.0,728.0,64.0,0,0,17.8,81.0,3.0,330.2,0.2,1.7,0.3,0.3,NEWCASTLE,0.2,True
2024-05-31,18,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,783.0,732.0,51.0,0,0,17.5,85.9,3.0,322.3,0.0,1.1,0.3,0.9,NEWCASTLE,0.2,True
2024-05-31,19,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,554.0,514.0,40.0,0,0,17.1,89.8,2.7,337.9,0.2,1.4,0.3,0.5,NEWCASTLE,0.2,True
2024-05-31,20,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,434.0,390.0,44.0,0,0,16.9,91.5,1.8,319.0,0.4,1.2,0.4,0.5,NEWCASTLE,0.2,True
2024-05-31,21,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,278.0,257.0,21.0,0,0,16.4,94.9,1.1,323.9,1.0,1.6,0.4,0.1,NEWCASTLE,0.2,True
2024-05-31,22,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,249.0,242.0,7.0,0,0,16.3,96.7,0.9,335.0,1.8,1.5,0.4,0.1,NEWCASTLE,0.2,True
2024-05-31,23,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,205.0,195.0,10.0,0,0,16.1,97.8,0.5,321.6,2.2,1.3,0.4,0.1,NEWCASTLE,0.2,True
2024-05-31,24,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,117.0,112.0,5.0,0,0,16.3,98.2,1.0,347.5,0.8,1.8,0.3,0.1,NEWCASTLE,0.2,True
2024-06-01,1,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,97.0,93.0,4.0,0,0,16.3,98.2,1.3,342.5,0.8,1.6,0.2,0.1,NEWCASTLE,0.2,True
2024-06-01,2,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,72.0,71.0,1.0,0,0,16.2,98.2,0.8,347.8,1.0,,,,NEWCASTLE,0.2,True
2024-06-01,3,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,40.0,38.0,2.0,0,0,16.1,98.1,0.8,331.5,0.8,1.0,0.2,0.5,NEWCASTLE,0.2,True
2024-06-01,4,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,46.0,41.0,5.0,0,0,15.9,98.4,1.0,311.0,0.8,1.3,0.2,0.2,NEWCASTLE,0.2,True
2024-06-01,5,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,28.0,25.0,3.0,0,0,15.8,98.7,0.3,213.9,2.2,0.7,0.2,0.3,NEWCASTLE,0.2,True
2024-06-01,6,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,106.0,93.0,13.0,0,0,15.9,98.9,0.8,207.5,3.8,0.1,0.2,1.2,NEWCASTLE,0.2,True
2024-06-01,7,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,168.0,151.0,17.0,0,0,14.8,97.9,2.0,193.0,2.8,,0.2,1.9,NEWCASTLE,0.2,True
2024-06-01,8,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,300.0,273.0,27.0,0,0,13.3,95.8,1.5,208.0,1.6,,0.2,2.2,NEWCASTLE,0.2,True
2024-06-01,9,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,404.0,370.0,34.0,0,0,13.1,96.2,1.2,220.9,2.2,0.0,0.1,2.0,NEWCASTLE,0.2,True
2024-06-01,10,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,563.0,518.0,45.0,0,0,13.6,97.1,1.5,202.8,2.0,0.0,0.2,1.9,NEWCASTLE,0.2,True
2024-06-01,11,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,604.0,561.0,43.0,0,0,13.9,96.8,0.8,243.7,1.4,0.1,0.2,1.8,NEWCASTLE,0.2,True
2024-06-01,12,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,658.0,621.0,37.0,0,0,13.7,94.0,1.1,233.0,0.4,0.3,0.2,1.5,NEWCASTLE,0.2,True
2024-06-01,13,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,698.0,638.0,60.0,0,0,13.9,92.0,0.9,252.0,0.8,0.5,0.2,1.3,NEWCASTLE,0.2,True
2024-06-01,14,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,622.0,570.0,52.0,0,0,13.9,94.3,1.0,299.4,2.6,0.8,0.2,0.8,NEWCASTLE,0.2,True
2024-06-01,15,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,613.0,577.0,36.0,0,0,14.1,97.1,0.9,285.2,5.0,0.9,0.2,0.9,NEWCASTLE,0.2,True
2024-06-01,16,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,526.0,491.0,35.0,0,0,15.1,95.4,2.5,175.0,2.2,-0.2,0.2,2.8,NEWCASTLE,0.2,True
2024-06-01,17,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,543.0,510.0,33.0,0,0,15.1,93.7,3.2,167.5,3.4,,0.2,2.9,NEWCASTLE,0.2,True
2024-06-01,18,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,596.0,557.0,39.0,0,0,15.1,93.3,4.7,154.5,3.2,,0.2,3.0,NEWCASTLE,0.2,True
2024-06-01,19,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,490.0,465.0,25.0,0,0,15.9,84.7,4.8,153.2,1.6,,0.1,3.0,NEWCASTLE,0.2,True
2024-06-01,20,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,320.0,311.0,9.0,0,0,15.3,88.6,3.6,155.0,2.4,,0.2,3.0,NEWCASTLE,0.2,True
2024-06-01,21,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,243.0,228.0,15.0,0,0,15.4,87.4,2.7,165.7,2.2,,0.1,3.0,NEWCASTLE,0.2,True
2024-06-01,22,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,252.0,235.0,17.0,0,0,15.5,85.5,1.3,202.3,0.0,,0.2,2.8,NEWCASTLE,0.2,True
2024-06-01,23,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,234.0,226.0,8.0,0,0,13.7,93.0,1.6,230.2,2.4,-0.1,0.2,2.3,NEWCASTLE,0.2,True
2024-06-01,24,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,147.0,140.0,7.0,0,0,13.1,95.5,1.8,227.7,0.8,0.2,0.1,2.1,NEWCASTLE,0.2,True
2024-06-02,1,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,142.0,136.0,6.0,0,0,13.1,93.1,2.2,228.0,0.2,-0.2,0.2,2.4,NEWCASTLE,0.2,True
2024-06-02,2,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,91.0,86.0,5.0,0,0,12.8,92.0,2.2,231.4,1.2,,,,NEWCASTLE,0.2,True
2024-06-02,3,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,87.0,84.0,3.0,0,0,12.4,93.7,2.3,229.8,1.4,-0.2,0.1,2.7,NEWCASTLE,0.2,True
2024-06-02,4,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,65.0,62.0,3.0,0,0,12.4,90.7,2.3,229.9,0.6,,0.1,2.6,NEWCASTLE,0.2,True
2024-06-02,5,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,46.0,44.0,2.0,0,0,12.5,89.6,1.8,235.1,0.4,,0.1,2.6,NEWCASTLE,0.2,True
2024-06-02,6,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,67.0,63.0,4.0,0,0,12.4,87.5,1.5,245.9,0.2,0.6,0.1,1.7,NEWCASTLE,0.2,True
2024-06-02,7,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,105.0,95.0,10.0,0,0,11.9,89.9,1.3,287.8,1.2,0.8,0.1,1.5,NEWCASTLE,0.2,True
2024-06-02,8,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,176.0,160.0,16.0,0,0,12.0,86.6,1.3,292.1,0.2,-0.1,0.1,2.3,NEWCASTLE,0.2,True
2024-06-02,9,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,254.0,230.0,24.0,0,0,12.6,78.8,1.3,245.6,0.0,0.1,0.1,2.0,NEWCASTLE,0.2,True
2024-06-02,10,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,456.0,428.0,28.0,0,0,13.8,69.4,1.6,247.9,0.0,0.8,0.2,1.4,NEWCASTLE,0.2,True
2024-06-02,11,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,587.0,549.0,38.0,0,0,15.7,61.5,1.7,273.0,0.0,0.1,0.1,2.1,NEWCASTLE,0.2,True
2024-06-02,12,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,666.0,615.0,51.0,0,0,15.5,60.0,1.5,275.1,0.0,0.0,0.1,2.3,NEWCASTLE,0.2,True
2024-06-02,13,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,643.0,610.0,33.0,0,0,15.6,59.8,1.3,265.7,0.0,-0.1,0.1,2.4,NEWCASTLE,0.2,True
2024-06-02,14,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,563.0,519.0,44.0,0,0,15.5,61.4,1.3,285.6,0.0,0.0,0.1,2.2,NEWCASTLE,0.2,True
2024-06-02,15,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,554.0,513.0,41.0,0,0,15.2,66.2,1.8,301.3,0.0,0.1,0.2,1.8,NEWCASTLE,0.2,True
2024-06-02,16,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,542.0,512.0,30.0,0,0,14.7,73.4,1.8,307.2,0.0,0.4,0.2,1.3,NEWCASTLE,0.2,True
2024-06-02,17,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,503.0,471.0,32.0,0,0,14.3,75.4,1.6,304.9,0.0,0.5,0.2,1.1,NEWCASTLE,0.2,True
2024-06-02,18,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,404.0,370.0,34.0,0,0,13.1,89.0,1.7,303.0,0.4,0.6,0.2,0.8,NEWCASTLE,0.2,True
2024-06-02,19,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,288.0,272.0,16.0,0,0,13.0,87.8,1.4,301.3,0.0,0.5,0.2,0.8,NEWCASTLE,0.2,True
2024-06-02,20,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,234.0,215.0,19.0,0,0,13.0,86.3,1.2,294.4,0.0,0.5,0.2,0.7,NEWCASTLE,0.2,True
2024-06-02,21,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,183.0,175.0,8.0,0,0,12.7,86.7,1.8,308.7,0.0,0.5,0.2,0.7,NEWCASTLE,0.2,True
2024-06-02,22,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,118.0,112.0,6.0,0,0,12.2,86.7,1.8,312.8,0.0,0.5,0.2,0.6,NEWCASTLE,0.2,True
2024-06-02,23,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,73.0,69.0,4.0,0,0,11.9,86.3,2.0,312.6,0.0,0.4,0.2,0.8,NEWCASTLE,0.2,True
2024-06-02,24,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,56.0,54.0,2.0,0,0,11.7,86.2,2.5,315.9,0.0,0.3,0.2,0.9,NEWCASTLE,0.2,True
2024-06-03,1,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,49.0,44.0,5.0,0,0,12.0,85.0,2.7,313.4,0.0,0.3,0.2,1.0,NEWCASTLE,0.2,True
2024-06-03,2,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,25.0,24.0,1.0,0,0,12.1,83.4,2.1,313.0,0.0,,,,NEWCASTLE,0.2,True
2024-06-03,3,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,23.0,21.0,2.0,0,0,11.6,82.3,2.2,320.0,0.0,0.6,0.2,1.0,NEWCASTLE,0.2,True
2024-06-03,4,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,30.0,27.0,3.0,0,0,11.3,85.2,2.9,316.3,0.0,0.6,0.2,0.7,NEWCASTLE,0.2,True
2024-06-03,5,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,120.0,100.0,20.0,0,0,11.1,83.1,2.9,313.2,0.0,0.8,0.1,0.6,NEWCASTLE,0.2,True
2024-06-03,6,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,407.0,354.0,53.0,0,0,11.0,80.8,3.6,318.0,0.0,0.8,0.1,0.6,NEWCASTLE,0.2,True
2024-06-03,7,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,786.0,678.0,108.0,0,0,10.8,77.3,3.7,314.5,0.0,0.8,0.1,0.8,NEWCASTLE,0.2,True
2024-06-03,8,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,976.0,880.0,96.0,0,0,10.9,72.9,4.2,314.3,0.0,0.9,0.1,0.9,NEWCASTLE,0.2,True
2024-06-03,9,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,1059.0,960.0,99.0,0,0,12.0,66.8,5.1,314.8,0.0,0.4,0.1,1.5,NEWCASTLE,0.2,True
2024-06-03,10,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,766.0,668.0,98.0,0,0,12.9,62.4,5.8,312.8,0.0,0.2,0.1,1.9,NEWCASTLE,0.2,True
2024-06-03,11,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,601.0,522.0,79.0,0,0,14.1,57.7,5.7,315.7,0.0,0.2,0.1,2.0,NEWCASTLE,0.2,True
2024-06-03,12,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,646.0,558.0,88.0,0,0,14.9,55.0,5.7,317.8,0.0,0.1,0.1,2.2,NEWCASTLE,0.2,True
2024-06-03,13,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,565.0,487.0,78.0,0,0,15.2,54.9,5.2,318.5,0.0,0.1,0.1,2.3,NEWCASTLE,0.2,True
2024-06-03,14,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,582.0,526.0,56.0,0,0,15.4,54.7,4.4,313.9,0.0,0.1,0.1,2.2,NEWCASTLE,0.2,True
2024-06-03,15,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,584.0,513.0,71.0,0,0,15.4,54.9,4.8,313.1,0.0,0.1,0.1,2.2,NEWCASTLE,0.2,True
2024-06-03,16,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,695.0,608.0,87.0,0,0,16.1,51.6,4.6,316.0,0.0,0.2,0.1,2.2,NEWCASTLE,0.2,True
2024-06-03,17,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,755.0,686.0,69.0,0,0,15.2,52.6,3.3,314.9,0.0,0.5,0.1,1.9,NEWCASTLE,0.2,True
2024-06-03,18,7212,7212 - Stewart Avenue,-32.926315,151.758545,Newcastle West,Newcastle,754.0,700.0,54.0,0,0,14.0,54.5,2.4,312.8,0.0,0.8,0.1,1.5,NEWCASTLE,0.2,True
