Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,066137,2024,02,17,32.6,1,Y
IDCJAC0010,066137,2024,02,18,31.4,1,Y
IDCJAC0010,066137,2024,02,19,27.6,1,Y
IDCJAC0010,066137,2024,02,20,24.1,1,Y
IDCJAC0010,066137,2024,02,21,27.2,1,Y
IDCJAC0010,066137,2024,02,22,33.3,1,Y
IDCJAC0010,066137,2024,02,23,38.2,1,Y
IDCJAC0010,066137,2024,02,24,21.8,1,Y
IDCJAC0010,066137,2024,02,25,29.5,1,Y
IDCJAC0010,066137,2024,02,26,28.9,1,Y
IDCJAC0010,066137,2024,02,27,24.4,1,Y
IDCJAC0010,066137,2024,02,28,29.7,1,Y
IDCJAC0010,066137,2024,02,29,39.6,1,Y
IDCJAC0010,066137,2024,03,01,29.7,1,Y
IDCJAC0010,066137,2024,03,02,26.2,1,Y
IDCJAC0010,066137,2024,03,03,33.2,1,Y
IDCJAC0010,066137,2024,03,04,24.5,1,Y
IDCJAC0010,066137,2024,03,05,27.5,1,Y
IDCJAC0010,066137,2024,03,06,31.5,1,Y
IDCJAC0010,066137,2024,03,07,29.5,1,Y
IDCJAC0010,066137,2024,03,08,30.1,1,Y
IDCJAC0010,066137,2024,03,09,31.0,1,Y
IDCJAC0010,066137,2024,03,10,31.0,1,Y
IDCJAC0010,066137,2024,03,11,30.0,1,Y
IDCJAC0010,066137,2024,03,12,35.3,1,Y
IDCJAC0010,066137,2024,03,13,29.4,1,Y
IDCJAC0010,066137,2024,03,14,34.7,1,Y
IDCJAC0010,066137,2024,03,15,25.1,1,Y
IDCJAC0010,066137,2024,03,16,25.4,1,Y
IDCJAC0010,066137,2024,03,17,22.7,1,Y
IDCJAC0010,066137,2024,03,18,26.6,1,Y
IDCJAC0010,066137,2024,03,19,29.3,1,Y
IDCJAC0010,066137,2024,03,20,26.7,1,Y
IDCJAC0010,066137,2024,03,21,22.6,1,Y
IDCJAC0010,066137,2024,03,22,25.3,1,Y
IDCJAC0010,066137,2024,03,23,26.7,1,Y
IDCJAC0010,066137,2024,03,24,28.3,1,Y
IDCJAC0010,066137,2024,03,25,30.9,1,Y
IDCJAC0010,066137,2024,03,26,29.4,1,Y
IDCJAC0010,066137,2024,03,27,26.3,1,Y
IDCJAC0010,066137,2024,03,28,25.5,1,Y
IDCJAC0010,066137,2024,03,29,26.7,1,Y
IDCJAC0010,066137,2024,03,30,30.0,1,Y
IDCJAC0010,066137,2024,03,31,28.7,1,Y
IDCJAC0010,066137,2024,04,01,31.1,1,N
IDCJAC0010,066137,2024,04,02,27.3,1,N
IDCJAC0010,066137,2024,04,03,26.0,1,N
IDCJAC0010,066137,2024,04,04,21.8,1,N
IDCJAC0010,066137,2024,04,05,20.6,1,N
IDCJAC0010,066137,2024,04,06,28.2,1,N
IDCJAC0010,066137,2024,04,07,28.2,1,N
IDCJAC0010,066137,2024,04,08,24.9,1,N
IDCJAC0010,066137,2024,04,09,23.0,1,Y
IDCJAC0010,066137,2024,04,10,22.6,1,N
IDCJAC0010,066137,2024,04,11,23.1,1,N
IDCJAC0010,066137,2024,04,12,25.1,1,N
IDCJAC0010,066137,2024,04,13,24.5,1,N
IDCJAC0010,066137,2024,04,14,26.9,1,N
IDCJAC0010,066137,2024,04,15,27.1,1,N
IDCJAC0010,066137,2024,04,16,25.7,1,N
IDCJAC0010,066137,2024,04,17,23.3,1,N
IDCJAC0010,066137,2024,04,18,24.8,1,N
IDCJAC0010,066137,2024,04,19,21.0,1,N
IDCJAC0010,066137,2024,04,20,20.7,1,N
IDCJAC0010,066137,2024,04,21,23.2,1,N
IDCJAC0010,066137,2024,04,22,24.5,1,N
IDCJAC0010,066137,2024,04,23,26.4,1,N
IDCJAC0010,066137,2024,04,24,26.2,1,N
IDCJAC0010,066137,2024,04,25,22.3,1,N
IDCJAC0010,066137,2024,04,26,21.2,1,N
IDCJAC0010,066137,2024,04,27,22.5,1,N
IDCJAC0010,066137,2024,04,28,26.0,1,N
IDCJAC0010,066137,2024,04,29,28.2,1,N
IDCJAC0010,066137,2024,04,30,18.5,1,N
IDCJAC0010,066137,2024,05,01,21.0,1,N
IDCJAC0010,066137,2024,05,02,21.1,1,N
IDCJAC0010,066137,2024,05,03,18.2,1,N
IDCJAC0010,066137,2024,05,04,20.5,1,N
IDCJAC0010,066137,2024,05,05,19.5,1,N
IDCJAC0010,066137,2024,05,06,21.1,1,N
IDCJAC0010,066137,2024,05,07,20.3,1,N
IDCJAC0010,066137,2024,05,08,19.4,1,N
IDCJAC0010,066137,2024,05,09,20.4,1,N
IDCJAC0010,066137,2024,05,10,21.8,1,N
IDCJAC0010,066137,2024,05,11,17.3,1,N
IDCJAC0010,066137,2024,05,12,20.8,1,N
IDCJAC0010,066137,2024,05,13,22.2,1,N
IDCJAC0010,066137,2024,05,14,23.2,1,N
IDCJAC0010,066137,2024,05,15,22.8,1,N
IDCJAC0010,066137,2024,05,16,22.7,1,N
IDCJAC0010,066137,2024,05,17,23.8,1,N
IDCJAC0010,066137,2024,05,18,16.6,1,N
IDCJAC0010,066137,2024,05,19,18.1,1,N
IDCJAC0010,066137,2024,05,20,18.5,1,N
IDCJAC0010,066137,2024,05,21,19.9,1,N
IDCJAC0010,066137,2024,05,22,19.5,1,Y
IDCJAC0010,066137,2024,05,23,21.2,1,N
IDCJAC0010,066137,2024,05,24,21.5,1,N
IDCJAC0010,066137,2024,05,25,18.6,1,N
IDCJAC0010,066137,2024,05,26,22.4,1,N
IDCJAC0010,066137,2024,05,27,21.1,1,N
IDCJAC0010,066137,2024,05,28,21.7,1,N
IDCJAC0010,066137,2024,05,29,22.8,1,N
IDCJAC0010,066137,2024,05,30,24.0,1,N
IDCJAC0010,066137,2024,05,31,21.5,1,N
IDCJAC0010,066137,2024,06,01,16.0,1,N
IDCJAC0010,066137,2024,06,02,16.6,1,N
IDCJAC0010,066137,2024,06,03,17.8,1,N
IDCJAC0010,066137,2024,06,04,17.1,1,N
IDCJAC0010,066137,2024,06,05,15.2,1,N
IDCJAC0010,066137,2024,06,06,15.9,1,N
IDCJAC0010,066137,2024,06,07,18.5,1,Y
IDCJAC0010,066137,2024,06,08,20.9,1,N
IDCJAC0010,066137,2024,06,09,20.5,1,N
IDCJAC0010,066137,2024,06,10,18.7,1,N
IDCJAC0010,066137,2024,06,11,16.6,1,N
IDCJAC0010,066137,2024,06,12,19.0,1,N
IDCJAC0010,066137,2024,06,13,15.9,1,N
IDCJAC0010,066137,2024,06,14,15.7,1,N
IDCJAC0010,066137,2024,06,15,15.3,1,N
IDCJAC0010,066137,2024,06,16,16.1,1,N
IDCJAC0010,066137,2024,06,17,17.1,1,N
IDCJAC0010,066137,2024,06,18,17.6,1,N
IDCJAC0010,066137,2024,06,19,16.3,1,N
IDCJAC0010,066137,2024,06,20,17.5,1,N
IDCJAC0010,066137,2024,06,21,18.0,1,N
IDCJAC0010,066137,2024,06,22,15.0,1,N
IDCJAC0010,066137,2024,06,23,16.5,1,N
IDCJAC0010,066137,2024,06,24,17.8,1,N
IDCJAC0010,066137,2024,06,25,19.8,1,N
IDCJAC0010,066137,2024,06,26,21.6,1,N
IDCJAC0010,066137,2024,06,27,19.7,1,N
IDCJAC0010,066137,2024,06,28,19.2,1,N
IDCJAC0010,066137,2024,06,29,19.3,1,N
IDCJAC0010,066137,2024,06,30,14.9,1,N
IDCJAC0010,066137,2024,07,01,15.7,1,N
IDCJAC0010,066137,2024,07,02,16.3,1,N
IDCJAC0010,066137,2024,07,03,16.7,1,N
IDCJAC0010,066137,2024,07,04,17.1,1,N
IDCJAC0010,066137,2024,07,05,17.5,1,N
IDCJAC0010,066137,2024,07,06,16.8,1,N
IDCJAC0010,066137,2024,07,07,17.1,1,N
IDCJAC0010,066137,2024,07,08,17.2,1,N
IDCJAC0010,066137,2024,07,09,20.2,1,N
IDCJAC0010,066137,2024,07,10,19.3,1,N
IDCJAC0010,066137,2024,07,11,16.7,1,N
IDCJAC0010,066137,2024,07,12,18.8,1,N
IDCJAC0010,066137,2024,07,13,17.4,1,N
IDCJAC0010,066137,2024,07,14,16.9,1,N
IDCJAC0010,066137,2024,07,15,15.3,1,N
IDCJAC0010,066137,2024,07,16,16.5,1,N
IDCJAC0010,066137,2024,07,17,19.5,1,N
IDCJAC0010,066137,2024,07,18,18.2,1,N
IDCJAC0010,066137,2024,07,19,15.2,1,N
IDCJAC0010,066137,2024,07,20,17.1,1,N
IDCJAC0010,066137,2024,07,21,18.1,1,N
IDCJAC0010,066137,2024,07,22,19.4,1,Y
IDCJAC0010,066137,2024,07,23,,,
IDCJAC0010,066137,2024,07,24,20.2,1,N
IDCJAC0010,066137,2024,07,25,23.2,1,N
IDCJAC0010,066137,2024,07,26,20.3,1,N
IDCJAC0010,066137,2024,07,27,16.8,1,N
IDCJAC0010,066137,2024,07,28,14.3,1,N
IDCJAC0010,066137,2024,07,29,16.1,1,N
IDCJAC0010,066137,2024,07,30,16.9,1,N
IDCJAC0010,066137,2024,07,31,16.9,1,N
IDCJAC0010,066137,2024,08,01,16.9,1,N
IDCJAC0010,066137,2024,08,02,17.4,1,N
IDCJAC0010,066137,2024,08,03,,,
IDCJAC0010,066137,2024,08,04,16.9,1,Y
IDCJAC0010,066137,2024,08,05,15.6,1,N
IDCJAC0010,066137,2024,08,06,19.0,1,N
IDCJAC0010,066137,2024,08,07,19.0,1,N
IDCJAC0010,066137,2024,08,08,20.3,1,N
IDCJAC0010,066137,2024,08,09,21.4,1,N
IDCJAC0010,066137,2024,08,10,19.8,1,N
IDCJAC0010,066137,2024,08,11,20.4,1,N
IDCJAC0010,066137,2024,08,12,17.2,1,N
IDCJAC0010,066137,2024,08,13,19.7,1,N
IDCJAC0010,066137,2024,08,14,18.2,1,N
IDCJAC0010,066137,2024,08,15,18.7,1,N
IDCJAC0010,066137,2024,08,16,23.0,1,N
IDCJAC0010,066137,2024,08,17,21.1,1,N
IDCJAC0010,066137,2024,08,18,18.2,1,N
IDCJAC0010,066137,2024,08,19,18.6,1,N
IDCJAC0010,066137,2024,08,20,23.0,1,N
IDCJAC0010,066137,2024,08,21,26.6,1,N
IDCJAC0010,066137,2024,08,22,23.6,1,N
IDCJAC0010,066137,2024,08,23,22.8,1,N
IDCJAC0010,066137,2024,08,24,28.7,1,N
IDCJAC0010,066137,2024,08,25,23.0,1,N
IDCJAC0010,066137,2024,08,26,25.5,1,N
IDCJAC0010,066137,2024,08,27,25.5,1,N
IDCJAC0010,066137,2024,08,28,28.7,1,N
IDCJAC0010,066137,2024,08,29,24.1,1,N
IDCJAC0010,066137,2024,08,30,30.5,1,N
IDCJAC0010,066137,2024,08,31,24.8,1,N
IDCJAC0010,066137,2024,09,01,27.4,1,Y
IDCJAC0010,066137,2024,09,02,25.5,1,Y
IDCJAC0010,066137,2024,09,03,19.7,1,Y
IDCJAC0010,066137,2024,09,04,23.8,1,Y
IDCJAC0010,066137,2024,09,05,27.5,1,Y
IDCJAC0010,066137,2024,09,06,30.3,1,Y
IDCJAC0010,066137,2024,09,07,25.7,1,Y
IDCJAC0010,066137,2024,09,08,21.3,1,Y
IDCJAC0010,066137,2024,09,09,25.3,1,Y
IDCJAC0010,066137,2024,09,10,22.1,1,Y
IDCJAC0010,066137,2024,09,11,27.0,1,Y
IDCJAC0010,066137,2024,09,12,21.5,1,Y
IDCJAC0010,066137,2024,09,13,19.9,1,Y
IDCJAC0010,066137,2024,09,14,24.8,1,Y
IDCJAC0010,066137,2024,09,15,18.2,1,Y
IDCJAC0010,066137,2024,09,16,19.4,1,Y
IDCJAC0010,066137,2024,09,17,22.7,1,Y
IDCJAC0010,066137,2024,09,18,27.2,1,Y
IDCJAC0010,066137,2024,09,19,27.6,1,Y
IDCJAC0010,066137,2024,09,20,25.6,1,Y
IDCJAC0010,066137,2024,09,21,25.1,1,Y
IDCJAC0010,066137,2024,09,22,26.3,1,Y
IDCJAC0010,066137,2024,09,23,29.3,1,Y
IDCJAC0010,066137,2024,09,24,27.6,1,Y
IDCJAC0010,066137,2024,09,25,27.9,1,Y
IDCJAC0010,066137,2024,09,26,14.0,1,Y
IDCJAC0010,066137,2024,09,27,18.5,1,Y
IDCJAC0010,066137,2024,09,28,19.4,1,Y
IDCJAC0010,066137,2024,09,29,21.4,1,Y
IDCJAC0010,066137,2024,09,30,21.4,1,Y
IDCJAC0010,066137,2024,10,01,23.4,1,N
IDCJAC0010,066137,2024,10,02,19.5,1,N
IDCJAC0010,066137,2024,10,03,21.7,1,N
IDCJAC0010,066137,2024,10,04,24.6,1,Y
IDCJAC0010,066137,2024,10,05,27.2,1,N
IDCJAC0010,066137,2024,10,06,28.8,1,N
IDCJAC0010,066137,2024,10,07,29.8,1,N
IDCJAC0010,066137,2024,10,08,16.0,1,N
IDCJAC0010,066137,2024,10,09,17.7,1,N
IDCJAC0010,066137,2024,10,10,25.8,1,N
IDCJAC0010,066137,2024,10,11,25.9,1,N
IDCJAC0010,066137,2024,10,12,20.0,1,N
IDCJAC0010,066137,2024,10,13,22.3,1,N
IDCJAC0010,066137,2024,10,14,25.4,1,N
IDCJAC0010,066137,2024,10,15,18.4,1,N
IDCJAC0010,066137,2024,10,16,20.3,1,N
IDCJAC0010,066137,2024,10,17,25.4,1,N
IDCJAC0010,066137,2024,10,18,27.4,1,N
IDCJAC0010,066137,2024,10,19,25.9,1,N
IDCJAC0010,066137,2024,10,20,22.5,1,N
IDCJAC0010,066137,2024,10,21,22.3,1,N
IDCJAC0010,066137,2024,10,22,26.1,1,N
IDCJAC0010,066137,2024,10,23,30.7,1,N
IDCJAC0010,066137,2024,10,24,22.8,1,N
IDCJAC0010,066137,2024,10,25,22.7,1,N
IDCJAC0010,066137,2024,10,26,21.3,1,N
IDCJAC0010,066137,2024,10,27,27.5,1,N
IDCJAC0010,066137,2024,10,28,27.4,1,N
IDCJAC0010,066137,2024,10,29,25.3,1,N
IDCJAC0010,066137,2024,10,30,28.2,1,N
IDCJAC0010,066137,2024,10,31,30.8,1,N
IDCJAC0010,066137,2024,11,01,24.0,1,N
IDCJAC0010,066137,2024,11,02,19.7,1,N
IDCJAC0010,066137,2024,11,03,32.4,1,N
IDCJAC0010,066137,2024,11,04,22.4,1,N
IDCJAC0010,066137,2024,11,05,23.4,1,N
IDCJAC0010,066137,2024,11,06,32.4,1,N
IDCJAC0010,066137,2024,11,07,31.9,1,N
IDCJAC0010,066137,2024,11,08,30.5,1,N
IDCJAC0010,066137,2024,11,09,25.9,1,N
IDCJAC0010,066137,2024,11,10,28.1,1,N
IDCJAC0010,066137,2024,11,11,22.3,1,N
IDCJAC0010,066137,2024,11,12,26.0,1,N
IDCJAC0010,066137,2024,11,13,26.1,1,N
IDCJAC0010,066137,2024,11,14,22.7,1,N
IDCJAC0010,066137,2024,11,15,22.6,1,N
IDCJAC0010,066137,2024,11,16,25.2,1,N
IDCJAC0010,066137,2024,11,17,32.8,1,N
IDCJAC0010,066137,2024,11,18,30.4,1,N
IDCJAC0010,066137,2024,11,19,22.5,1,N
IDCJAC0010,066137,2024,11,20,25.4,1,N
IDCJAC0010,066137,2024,11,21,26.1,1,N
IDCJAC0010,066137,2024,11,22,28.6,1,N
IDCJAC0010,066137,2024,11,23,31.9,1,N
IDCJAC0010,066137,2024,11,24,32.4,1,N
IDCJAC0010,066137,2024,11,25,31.5,1,N
IDCJAC0010,066137,2024,11,26,36.9,1,N
IDCJAC0010,066137,2024,11,27,38.7,1,N
IDCJAC0010,066137,2024,11,28,31.2,1,N
IDCJAC0010,066137,2024,11,29,23.0,1,N
IDCJAC0010,066137,2024,11,30,25.5,1,N
IDCJAC0010,066137,2024,12,01,31.9,1,N
IDCJAC0010,066137,2024,12,02,36.6,1,N
IDCJAC0010,066137,2024,12,03,34.0,1,N
IDCJAC0010,066137,2024,12,04,27.1,1,N
IDCJAC0010,066137,2024,12,05,29.4,1,N
IDCJAC0010,066137,2024,12,06,34.0,1,N
IDCJAC0010,066137,2024,12,07,30.1,1,N
IDCJAC0010,066137,2024,12,08,31.0,1,N
IDCJAC0010,066137,2024,12,09,24.0,1,Y
IDCJAC0010,066137,2024,12,10,26.5,1,N
IDCJAC0010,066137,2024,12,11,27.1,1,N
IDCJAC0010,066137,2024,12,12,31.0,1,N
IDCJAC0010,066137,2024,12,13,35.8,1,N
IDCJAC0010,066137,2024,12,14,29.4,1,N
IDCJAC0010,066137,2024,12,15,30.0,1,N
IDCJAC0010,066137,2024,12,16,32.6,1,N
IDCJAC0010,066137,2024,12,17,39.2,1,N
IDCJAC0010,066137,2024,12,18,24.2,1,N
IDCJAC0010,066137,2024,12,19,25.5,1,N
IDCJAC0010,066137,2024,12,20,27.2,1,N
IDCJAC0010,066137,2024,12,21,33.1,1,N
IDCJAC0010,066137,2024,12,22,28.5,1,N
IDCJAC0010,066137,2024,12,23,29.4,1,N
IDCJAC0010,066137,2024,12,24,25.4,1,N
IDCJAC0010,066137,2024,12,25,31.0,1,N
IDCJAC0010,066137,2024,12,26,31.3,1,N
IDCJAC0010,066137,2024,12,27,38.0,1,N
IDCJAC0010,066137,2024,12,28,27.3,1,N
IDCJAC0010,066137,2024,12,29,30.7,1,N
IDCJAC0010,066137,2024,12,30,27.8,1,N
IDCJAC0010,066137,2024,12,31,29.7,1,N
