Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,066160,2024,10,11,0.0,,Y
IDCJAC0009,066160,2024,10,12,0.0,,Y
IDCJAC0009,066160,2024,10,13,1.1,1,Y
IDCJAC0009,066160,2024,10,14,1.4,1,Y
IDCJAC0009,066160,2024,10,15,39.2,1,Y
IDCJAC0009,066160,2024,10,16,0.5,1,Y
IDCJAC0009,066160,2024,10,17,0.0,,Y
IDCJAC0009,066160,2024,10,18,1.0,1,Y
IDCJAC0009,066160,2024,10,19,2.6,1,Y
IDCJAC0009,066160,2024,10,20,0.0,,Y
IDCJAC0009,066160,2024,10,21,0.0,,Y
IDCJAC0009,066160,2024,10,22,0.2,1,Y
IDCJAC0009,066160,2024,10,23,0.0,,Y
IDCJAC0009,066160,2024,10,24,0.0,,Y
IDCJAC0009,066160,2024,10,25,2.5,1,Y
IDCJAC0009,066160,2024,10,26,0.0,,Y
IDCJAC0009,066160,2024,10,27,0.0,,Y
IDCJAC0009,066160,2024,10,28,0.0,,Y
IDCJAC0009,066160,2024,10,29,0.0,,Y
IDCJAC0009,066160,2024,10,30,0.0,,Y
IDCJAC0009,066160,2024,10,31,0.0,,Y
IDCJAC0009,066160,2024,11,01,7.3,1,Y
IDCJAC0009,066160,2024,11,02,0.4,1,Y
IDCJAC0009,066160,2024,11,03,1.0,1,Y
IDCJAC0009,066160,2024,11,04,0.0,,Y
IDCJAC0009,066160,2024,11,05,0.8,1,Y
IDCJAC0009,066160,2024,11,06,0.0,,Y
IDCJAC0009,066160,2024,11,07,0.0,,Y
IDCJAC0009,066160,2024,11,08,3.2,1,Y
IDCJAC0009,066160,2024,11,09,0.0,,Y
IDCJAC0009,066160,2024,11,10,0.0,,Y
IDCJAC0009,066160,2024,11,11,0.0,,Y
IDCJAC0009,066160,2024,11,12,1.2,1,Y
IDCJAC0009,066160,2024,11,13,15.9,1,Y
IDCJAC0009,066160,2024,11,14,8.2,1,Y
IDCJAC0009,066160,2024,11,15,0.1,1,Y
IDCJAC0009,066160,2024,11,16,1.2,1,Y
IDCJAC0009,066160,2024,11,17,0.5,1,Y
IDCJAC0009,066160,2024,11,18,17.1,1,Y
IDCJAC0009,066160,2024,11,19,2.1,1,Y
IDCJAC0009,066160,2024,11,20,2.4,1,Y
IDCJAC0009,066160,2024,11,21,0.0,,Y
IDCJAC0009,066160,2024,11,22,0.0,,Y
IDCJAC0009,066160,2024,11,23,0.0,,Y
IDCJAC0009,066160,2024,11,24,0.0,,Y
IDCJAC0009,066160,2024,11,25,0.0,,Y
IDCJAC0009,066160,2024,11,26,0.0,,Y
IDCJAC0009,066160,2024,11,27,0.0,,Y
IDCJAC0009,066160,2024,11,28,0.0,,Y
IDCJAC0009,066160,2024,11,29,2.6,1,Y
IDCJAC0009,066160,2024,11,30,49.4,1,Y
IDCJAC0009,066160,2024,12,01,1.0,1,N
IDCJAC0009,066160,2024,12,02,29.6,1,N
IDCJAC0009,066160,2024,12,03,0.0,,N
IDCJAC0009,066160,2024,12,04,0.0,,N
IDCJAC0009,066160,2024,12,05,0.0,,N
IDCJAC0009,066160,2024,12,06,0.0,,N
IDCJAC0009,066160,2024,12,07,11.8,1,N
IDCJAC0009,066160,2024,12,08,11.7,1,N
IDCJAC0009,066160,2024,12,09,0.0,,N
IDCJAC0009,066160,2024,12,10,0.0,,N
IDCJAC0009,066160,2024,12,11,0.0,,N
IDCJAC0009,066160,2024,12,12,0.0,,N
IDCJAC0009,066160,2024,12,13,0.0,,N
IDCJAC0009,066160,2024,12,14,0.0,,N
IDCJAC0009,066160,2024,12,15,0.0,,N
IDCJAC0009,066160,2024,12,16,0.0,,N
IDCJAC0009,066160,2024,12,17,0.0,,N
IDCJAC0009,066160,2024,12,18,1.3,1,N
IDCJAC0009,066160,2024,12,19,0.0,,N
IDCJAC0009,066160,2024,12,20,0.0,,N
IDCJAC0009,066160,2024,12,21,0.0,,N
IDCJAC0009,066160,2024,12,22,0.0,,N
IDCJAC0009,066160,2024,12,23,0.0,,N
IDCJAC0009,066160,2024,12,24,0.0,,N
IDCJAC0009,066160,2024,12,25,0.0,,N
IDCJAC0009,066160,2024,12,26,0.0,,N
IDCJAC0009,066160,2024,12,27,2.0,1,N
IDCJAC0009,066160,2024,12,28,7.8,1,N
IDCJAC0009,066160,2024,12,29,0.0,,N
IDCJAC0009,066160,2024,12,30,0.0,,N
IDCJAC0009,066160,2024,12,31,0.0,,N
