Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,066212,2024,03,22,24.8,1,N
IDCJAC0010,066212,2024,03,23,26.5,1,N
IDCJAC0010,066212,2024,03,24,29.0,1,N
IDCJAC0010,066212,2024,03,25,31.4,1,N
IDCJAC0010,066212,2024,03,26,29.0,1,N
IDCJAC0010,066212,2024,03,27,26.1,1,N
IDCJAC0010,066212,2024,03,28,24.9,1,N
IDCJAC0010,066212,2024,03,29,25.8,1,N
IDCJAC0010,066212,2024,03,30,29.4,1,N
IDCJAC0010,066212,2024,03,31,28.6,1,N
IDCJAC0010,066212,2024,04,01,30.9,1,Y
IDCJAC0010,066212,2024,04,02,26.6,1,Y
IDCJAC0010,066212,2024,04,03,25.7,1,Y
IDCJAC0010,066212,2024,04,04,21.5,1,Y
IDCJAC0010,066212,2024,04,05,20.8,1,Y
IDCJAC0010,066212,2024,04,06,28.6,1,Y
IDCJAC0010,066212,2024,04,07,29.2,1,Y
IDCJAC0010,066212,2024,04,08,25.7,1,Y
IDCJAC0010,066212,2024,04,09,22.8,1,Y
IDCJAC0010,066212,2024,04,10,22.2,1,Y
IDCJAC0010,066212,2024,04,11,23.5,1,Y
IDCJAC0010,066212,2024,04,12,25.5,1,Y
IDCJAC0010,066212,2024,04,13,25.5,1,Y
IDCJAC0010,066212,2024,04,14,26.3,1,Y
IDCJAC0010,066212,2024,04,15,27.1,1,Y
IDCJAC0010,066212,2024,04,16,25.6,1,Y
IDCJAC0010,066212,2024,04,17,22.4,1,Y
IDCJAC0010,066212,2024,04,18,24.9,1,Y
IDCJAC0010,066212,2024,04,19,22.3,1,Y
IDCJAC0010,066212,2024,04,20,19.2,1,Y
IDCJAC0010,066212,2024,04,21,22.2,1,Y
IDCJAC0010,066212,2024,04,22,25.1,1,Y
IDCJAC0010,066212,2024,04,23,26.6,1,Y
IDCJAC0010,066212,2024,04,24,27.0,1,Y
IDCJAC0010,066212,2024,04,25,22.6,1,Y
IDCJAC0010,066212,2024,04,26,20.8,1,Y
IDCJAC0010,066212,2024,04,27,23.3,1,Y
IDCJAC0010,066212,2024,04,28,26.1,1,Y
IDCJAC0010,066212,2024,04,29,28.1,1,Y
IDCJAC0010,066212,2024,04,30,19.0,1,Y
IDCJAC0010,066212,2024,05,01,19.4,1,N
IDCJAC0010,066212,2024,05,02,20.1,1,N
IDCJAC0010,066212,2024,05,03,17.7,1,N
IDCJAC0010,066212,2024,05,04,20.5,1,N
IDCJAC0010,066212,2024,05,05,19.2,1,N
IDCJAC0010,066212,2024,05,06,21.6,1,N
IDCJAC0010,066212,2024,05,07,20.4,1,N
IDCJAC0010,066212,2024,05,08,20.3,1,N
IDCJAC0010,066212,2024,05,09,20.4,1,N
IDCJAC0010,066212,2024,05,10,21.2,1,N
IDCJAC0010,066212,2024,05,11,17.2,1,N
IDCJAC0010,066212,2024,05,12,20.9,1,N
IDCJAC0010,066212,2024,05,13,22.1,1,N
IDCJAC0010,066212,2024,05,14,24.1,1,Y
IDCJAC0010,066212,2024,05,15,23.1,1,N
IDCJAC0010,066212,2024,05,16,22.3,1,N
IDCJAC0010,066212,2024,05,17,24.3,1,N
IDCJAC0010,066212,2024,05,18,16.1,1,N
IDCJAC0010,066212,2024,05,19,19.0,1,N
IDCJAC0010,066212,2024,05,20,18.2,1,N
IDCJAC0010,066212,2024,05,21,19.2,1,N
IDCJAC0010,066212,2024,05,22,20.0,1,N
IDCJAC0010,066212,2024,05,23,21.7,1,N
IDCJAC0010,066212,2024,05,24,21.1,1,N
IDCJAC0010,066212,2024,05,25,18.5,1,N
IDCJAC0010,066212,2024,05,26,22.7,1,N
IDCJAC0010,066212,2024,05,27,21.2,1,N
IDCJAC0010,066212,2024,05,28,22.5,1,N
IDCJAC0010,066212,2024,05,29,23.4,1,N
IDCJAC0010,066212,2024,05,30,24.6,1,N
IDCJAC0010,066212,2024,05,31,21.5,1,N
IDCJAC0010,066212,2024,06,01,16.5,1,N
IDCJAC0010,066212,2024,06,02,16.5,1,N
IDCJAC0010,066212,2024,06,03,18.2,1,N
IDCJAC0010,066212,2024,06,04,18.3,1,N
IDCJAC0010,066212,2024,06,05,16.7,1,N
IDCJAC0010,066212,2024,06,06,16.8,1,N
IDCJAC0010,066212,2024,06,07,18.6,1,Y
IDCJAC0010,066212,2024,06,08,20.7,1,N
IDCJAC0010,066212,2024,06,09,20.4,1,N
IDCJAC0010,066212,2024,06,10,18.7,1,N
IDCJAC0010,066212,2024,06,11,16.7,1,N
IDCJAC0010,066212,2024,06,12,19.3,1,N
IDCJAC0010,066212,2024,06,13,16.0,1,N
IDCJAC0010,066212,2024,06,14,15.7,1,N
IDCJAC0010,066212,2024,06,15,15.0,1,N
IDCJAC0010,066212,2024,06,16,16.6,1,N
IDCJAC0010,066212,2024,06,17,16.8,1,N
IDCJAC0010,066212,2024,06,18,18.1,1,N
IDCJAC0010,066212,2024,06,19,16.6,1,N
IDCJAC0010,066212,2024,06,20,17.7,1,N
IDCJAC0010,066212,2024,06,21,17.6,1,N
IDCJAC0010,066212,2024,06,22,13.0,1,N
IDCJAC0010,066212,2024,06,23,16.5,1,N
IDCJAC0010,066212,2024,06,24,18.3,1,N
IDCJAC0010,066212,2024,06,25,20.8,1,N
IDCJAC0010,066212,2024,06,26,21.4,1,N
IDCJAC0010,066212,2024,06,27,20.1,1,N
IDCJAC0010,066212,2024,06,28,19.9,1,N
IDCJAC0010,066212,2024,06,29,19.5,1,N
IDCJAC0010,066212,2024,06,30,14.4,1,N
IDCJAC0010,066212,2024,07,01,15.4,1,N
IDCJAC0010,066212,2024,07,02,15.7,1,N
IDCJAC0010,066212,2024,07,03,16.8,1,N
IDCJAC0010,066212,2024,07,04,,,
IDCJAC0010,066212,2024,07,05,17.1,1,N
IDCJAC0010,066212,2024,07,06,16.8,1,N
IDCJAC0010,066212,2024,07,07,16.7,1,N
IDCJAC0010,066212,2024,07,08,17.3,1,N
IDCJAC0010,066212,2024,07,09,20.2,1,N
IDCJAC0010,066212,2024,07,10,20.2,1,N
IDCJAC0010,066212,2024,07,11,17.2,1,N
IDCJAC0010,066212,2024,07,12,19.3,1,N
IDCJAC0010,066212,2024,07,13,17.1,1,N
IDCJAC0010,066212,2024,07,14,17.5,1,N
IDCJAC0010,066212,2024,07,15,15.8,1,N
IDCJAC0010,066212,2024,07,16,16.1,1,N
IDCJAC0010,066212,2024,07,17,19.5,1,N
IDCJAC0010,066212,2024,07,18,18.8,1,N
IDCJAC0010,066212,2024,07,19,16.2,1,N
IDCJAC0010,066212,2024,07,20,17.3,1,N
IDCJAC0010,066212,2024,07,21,17.9,1,N
IDCJAC0010,066212,2024,07,22,18.6,1,N
IDCJAC0010,066212,2024,07,23,20.5,1,N
IDCJAC0010,066212,2024,07,24,20.9,1,N
IDCJAC0010,066212,2024,07,25,22.8,1,N
IDCJAC0010,066212,2024,07,26,20.2,1,N
IDCJAC0010,066212,2024,07,27,17.4,1,N
IDCJAC0010,066212,2024,07,28,14.9,1,N
IDCJAC0010,066212,2024,07,29,15.3,1,N
IDCJAC0010,066212,2024,07,30,16.5,1,N
IDCJAC0010,066212,2024,07,31,16.2,1,N
IDCJAC0010,066212,2024,08,01,15.7,1,Y
IDCJAC0010,066212,2024,08,02,17.2,1,Y
IDCJAC0010,066212,2024,08,03,19.8,1,Y
IDCJAC0010,066212,2024,08,04,16.4,1,Y
IDCJAC0010,066212,2024,08,05,15.5,1,Y
IDCJAC0010,066212,2024,08,06,19.0,1,Y
IDCJAC0010,066212,2024,08,07,19.2,1,Y
IDCJAC0010,066212,2024,08,08,20.4,1,Y
IDCJAC0010,066212,2024,08,09,21.9,1,Y
IDCJAC0010,066212,2024,08,10,19.7,1,Y
IDCJAC0010,066212,2024,08,11,19.9,1,Y
IDCJAC0010,066212,2024,08,12,17.3,1,Y
IDCJAC0010,066212,2024,08,13,19.5,1,Y
IDCJAC0010,066212,2024,08,14,18.0,1,Y
IDCJAC0010,066212,2024,08,15,18.5,1,Y
IDCJAC0010,066212,2024,08,16,23.0,1,Y
IDCJAC0010,066212,2024,08,17,21.5,1,Y
IDCJAC0010,066212,2024,08,18,17.4,1,Y
IDCJAC0010,066212,2024,08,19,19.0,1,Y
IDCJAC0010,066212,2024,08,20,23.0,1,Y
IDCJAC0010,066212,2024,08,21,26.4,1,Y
IDCJAC0010,066212,2024,08,22,23.3,1,Y
IDCJAC0010,066212,2024,08,23,23.2,1,Y
IDCJAC0010,066212,2024,08,24,27.2,1,Y
IDCJAC0010,066212,2024,08,25,22.6,1,Y
IDCJAC0010,066212,2024,08,26,25.3,1,Y
IDCJAC0010,066212,2024,08,27,26.1,1,Y
IDCJAC0010,066212,2024,08,28,28.6,1,Y
IDCJAC0010,066212,2024,08,29,24.0,1,Y
IDCJAC0010,066212,2024,08,30,30.3,1,Y
IDCJAC0010,066212,2024,08,31,24.8,1,Y
IDCJAC0010,066212,2024,09,01,27.3,1,Y
IDCJAC0010,066212,2024,09,02,25.4,1,Y
IDCJAC0010,066212,2024,09,03,18.8,1,Y
IDCJAC0010,066212,2024,09,04,23.5,1,Y
IDCJAC0010,066212,2024,09,05,27.7,1,Y
IDCJAC0010,066212,2024,09,06,29.8,1,Y
IDCJAC0010,066212,2024,09,07,25.0,1,Y
IDCJAC0010,066212,2024,09,08,20.7,1,Y
IDCJAC0010,066212,2024,09,09,25.8,1,Y
IDCJAC0010,066212,2024,09,10,22.8,1,Y
IDCJAC0010,066212,2024,09,11,27.5,1,Y
IDCJAC0010,066212,2024,09,12,20.1,1,Y
IDCJAC0010,066212,2024,09,13,19.1,1,Y
IDCJAC0010,066212,2024,09,14,24.8,1,Y
IDCJAC0010,066212,2024,09,15,17.0,1,Y
IDCJAC0010,066212,2024,09,16,19.0,1,Y
IDCJAC0010,066212,2024,09,17,22.9,1,Y
IDCJAC0010,066212,2024,09,18,26.7,1,Y
IDCJAC0010,066212,2024,09,19,27.5,1,Y
IDCJAC0010,066212,2024,09,20,25.7,1,Y
IDCJAC0010,066212,2024,09,21,25.2,1,Y
IDCJAC0010,066212,2024,09,22,26.5,1,Y
IDCJAC0010,066212,2024,09,23,29.6,1,Y
IDCJAC0010,066212,2024,09,24,26.5,1,Y
IDCJAC0010,066212,2024,09,25,28.6,1,Y
IDCJAC0010,066212,2024,09,26,14.2,1,Y
IDCJAC0010,066212,2024,09,27,18.0,1,Y
IDCJAC0010,066212,2024,09,28,19.5,1,Y
IDCJAC0010,066212,2024,09,29,21.5,1,Y
IDCJAC0010,066212,2024,09,30,21.1,1,Y
IDCJAC0010,066212,2024,10,01,22.8,1,N
IDCJAC0010,066212,2024,10,02,19.5,1,N
IDCJAC0010,066212,2024,10,03,20.3,1,N
IDCJAC0010,066212,2024,10,04,24.6,1,N
IDCJAC0010,066212,2024,10,05,27.2,1,N
IDCJAC0010,066212,2024,10,06,28.4,1,N
IDCJAC0010,066212,2024,10,07,29.5,1,N
IDCJAC0010,066212,2024,10,08,16.0,1,N
IDCJAC0010,066212,2024,10,09,17.0,1,N
IDCJAC0010,066212,2024,10,10,25.7,1,N
IDCJAC0010,066212,2024,10,11,25.2,1,N
IDCJAC0010,066212,2024,10,12,18.5,1,N
IDCJAC0010,066212,2024,10,13,21.3,1,N
IDCJAC0010,066212,2024,10,14,27.3,1,N
IDCJAC0010,066212,2024,10,15,17.9,1,N
IDCJAC0010,066212,2024,10,16,20.4,1,N
IDCJAC0010,066212,2024,10,17,24.8,1,Y
IDCJAC0010,066212,2024,10,18,26.8,1,N
IDCJAC0010,066212,2024,10,19,25.3,1,N
IDCJAC0010,066212,2024,10,20,21.8,1,N
IDCJAC0010,066212,2024,10,21,21.4,1,N
IDCJAC0010,066212,2024,10,22,25.1,1,N
IDCJAC0010,066212,2024,10,23,30.3,1,N
IDCJAC0010,066212,2024,10,24,22.3,1,N
IDCJAC0010,066212,2024,10,25,22.7,1,N
IDCJAC0010,066212,2024,10,26,20.0,1,N
IDCJAC0010,066212,2024,10,27,26.8,1,N
IDCJAC0010,066212,2024,10,28,26.9,1,N
IDCJAC0010,066212,2024,10,29,24.8,1,N
IDCJAC0010,066212,2024,10,30,27.4,1,N
IDCJAC0010,066212,2024,10,31,30.9,1,N
IDCJAC0010,066212,2024,11,01,23.1,1,N
IDCJAC0010,066212,2024,11,02,22.9,1,N
IDCJAC0010,066212,2024,11,03,33.0,1,N
IDCJAC0010,066212,2024,11,04,21.9,1,N
IDCJAC0010,066212,2024,11,05,23.8,1,N
IDCJAC0010,066212,2024,11,06,30.7,1,N
IDCJAC0010,066212,2024,11,07,34.3,1,N
IDCJAC0010,066212,2024,11,08,31.3,1,N
IDCJAC0010,066212,2024,11,09,24.7,1,N
IDCJAC0010,066212,2024,11,10,27.5,1,N
IDCJAC0010,066212,2024,11,11,21.5,1,N
IDCJAC0010,066212,2024,11,12,25.4,1,N
IDCJAC0010,066212,2024,11,13,26.6,1,N
IDCJAC0010,066212,2024,11,14,21.8,1,N
IDCJAC0010,066212,2024,11,15,21.8,1,N
IDCJAC0010,066212,2024,11,16,25.3,1,N
IDCJAC0010,066212,2024,11,17,32.5,1,N
IDCJAC0010,066212,2024,11,18,30.4,1,N
IDCJAC0010,066212,2024,11,19,22.4,1,N
IDCJAC0010,066212,2024,11,20,25.0,1,N
IDCJAC0010,066212,2024,11,21,26.1,1,Y
IDCJAC0010,066212,2024,11,22,27.6,1,N
IDCJAC0010,066212,2024,11,23,31.4,1,N
IDCJAC0010,066212,2024,11,24,31.7,1,N
IDCJAC0010,066212,2024,11,25,29.5,1,N
IDCJAC0010,066212,2024,11,26,33.2,1,N
IDCJAC0010,066212,2024,11,27,38.6,1,N
IDCJAC0010,066212,2024,11,28,30.6,1,N
IDCJAC0010,066212,2024,11,29,22.9,1,N
IDCJAC0010,066212,2024,11,30,26.0,1,N
IDCJAC0010,066212,2024,12,01,32.5,1,Y
IDCJAC0010,066212,2024,12,02,36.1,1,Y
IDCJAC0010,066212,2024,12,03,34.2,1,Y
IDCJAC0010,066212,2024,12,04,25.9,1,Y
IDCJAC0010,066212,2024,12,05,27.6,1,Y
IDCJAC0010,066212,2024,12,06,31.0,1,Y
IDCJAC0010,066212,2024,12,07,30.5,1,Y
IDCJAC0010,066212,2024,12,08,30.9,1,Y
IDCJAC0010,066212,2024,12,09,24.0,1,Y
IDCJAC0010,066212,2024,12,10,25.6,1,Y
IDCJAC0010,066212,2024,12,11,26.6,1,Y
IDCJAC0010,066212,2024,12,12,32.0,1,Y
IDCJAC0010,066212,2024,12,13,33.6,1,Y
IDCJAC0010,066212,2024,12,14,28.8,1,Y
IDCJAC0010,066212,2024,12,15,28.1,1,Y
IDCJAC0010,066212,2024,12,16,31.3,1,Y
IDCJAC0010,066212,2024,12,17,36.5,1,Y
IDCJAC0010,066212,2024,12,18,22.9,1,Y
IDCJAC0010,066212,2024,12,19,23.9,1,Y
IDCJAC0010,066212,2024,12,20,26.1,1,Y
IDCJAC0010,066212,2024,12,21,33.2,1,Y
IDCJAC0010,066212,2024,12,22,27.3,1,Y
IDCJAC0010,066212,2024,12,23,29.9,1,Y
IDCJAC0010,066212,2024,12,24,24.9,1,Y
IDCJAC0010,066212,2024,12,25,29.3,1,Y
IDCJAC0010,066212,2024,12,26,31.3,1,Y
IDCJAC0010,066212,2024,12,27,38.2,1,Y
IDCJAC0010,066212,2024,12,28,26.8,1,Y
IDCJAC0010,066212,2024,12,29,30.1,1,Y
IDCJAC0010,066212,2024,12,30,27.6,1,Y
IDCJAC0010,066212,2024,12,31,28.3,1,Y
