Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,066212,2025,11,13,0.0,1,N
IDCJAC0009,066212,2025,11,14,0.0,1,N
IDCJAC0009,066212,2025,11,15,0.0,1,N
IDCJAC0009,066212,2025,11,16,0.8,1,N
IDCJAC0009,066212,2025,11,17,0.0,1,N
IDCJAC0009,066212,2025,11,18,0.0,1,N
IDCJAC0009,066212,2025,11,19,0.0,1,N
IDCJAC0009,066212,2025,11,20,0.0,1,N
IDCJAC0009,066212,2025,11,21,0.4,1,N
IDCJAC0009,066212,2025,11,22,0.6,1,N
IDCJAC0009,066212,2025,11,23,26.8,1,N
IDCJAC0009,066212,2025,11,24,0.0,1,N
IDCJAC0009,066212,2025,11,25,0.0,1,N
IDCJAC0009,066212,2025,11,26,0.0,1,N
IDCJAC0009,066212,2025,11,27,2.4,1,N
IDCJAC0009,066212,2025,11,28,0.0,1,N
IDCJAC0009,066212,2025,11,29,0.0,1,N
IDCJAC0009,066212,2025,11,30,0.0,1,N
IDCJAC0009,066212,2025,12,01,0.0,1,Y
IDCJAC0009,066212,2025,12,02,0.0,1,Y
IDCJAC0009,066212,2025,12,03,0.0,1,Y
IDCJAC0009,066212,2025,12,04,0.0,1,Y
IDCJAC0009,066212,2025,12,05,0.0,1,Y
IDCJAC0009,066212,2025,12,06,0.0,1,Y
IDCJAC0009,066212,2025,12,07,0.0,1,Y
IDCJAC0009,066212,2025,12,08,0.0,1,Y
IDCJAC0009,066212,2025,12,09,0.0,1,Y
IDCJAC0009,066212,2025,12,10,0.0,1,Y
IDCJAC0009,066212,2025,12,11,1.0,1,Y
IDCJAC0009,066212,2025,12,12,13.0,1,Y
IDCJAC0009,066212,2025,12,13,3.8,1,Y
IDCJAC0009,066212,2025,12,14,8.6,1,Y
IDCJAC0009,066212,2025,12,15,0.2,1,Y
IDCJAC0009,066212,2025,12,16,0.4,1,Y
IDCJAC0009,066212,2025,12,17,0.0,1,Y
IDCJAC0009,066212,2025,12,18,0.0,1,Y
IDCJAC0009,066212,2025,12,19,0.0,1,Y
IDCJAC0009,066212,2025,12,20,2.4,1,Y
IDCJAC0009,066212,2025,12,21,0.4,1,Y
IDCJAC0009,066212,2025,12,22,2.8,1,Y
IDCJAC0009,066212,2025,12,23,0.0,1,Y
IDCJAC0009,066212,2025,12,24,0.0,1,Y
IDCJAC0009,066212,2025,12,25,0.0,1,Y
IDCJAC0009,066212,2025,12,26,0.0,1,Y
IDCJAC0009,066212,2025,12,27,0.0,1,Y
IDCJAC0009,066212,2025,12,28,0.0,1,Y
IDCJAC0009,066212,2025,12,29,0.0,1,Y
IDCJAC0009,066212,2025,12,30,0.0,1,Y
IDCJAC0009,066212,2025,12,31,0.0,1,Y
